Date,Open,High,Low,Close,Volume
0,10000.0,10050.0,9950.0,7211.464,1
1,7211.464,7247.521,7175.407,4422.928,1
2,4422.928,4445.043,4400.813,7211.464,1
3,7211.464,7247.521,7175.407,10000.0,1
4,10000.0,10050.0,9950.0,12788.536,1
5,12788.536,12852.479,12724.593,15577.072,1
6,15577.072,15654.957,15499.187,12788.536,1
7,12788.536,12852.479,12724.593,10000.0,1
8,10000.0,10050.0,9950.0,7211.464,1
9,7211.464,7247.521,7175.407,10000.0,1
10,10000.0,10050.0,9950.0,12788.536,1
11,12788.536,12852.479,12724.593,15577.072,1
12,15577.072,15654.957,15499.187,18365.608,1
13,18365.608,18457.436,18273.78,15577.072,1
14,15577.072,15654.957,15499.187,12788.536,1
15,12788.536,12852.479,12724.593,10000.0,1
16,10000.0,10050.0,9950.0,12788.536,1
17,12788.536,12852.479,12724.593,15577.072,1
18,15577.072,15654.957,15499.187,18365.608,1
19,18365.608,18457.436,18273.78,21154.144,1
20,21154.144,21259.915,21048.373,18365.608,1
21,18365.608,18457.436,18273.78,15577.072,1
22,15577.072,15654.957,15499.187,12788.536,1
23,12788.536,12852.479,12724.593,15577.072,1
24,15577.072,15654.957,15499.187,18365.608,1
25,18365.608,18457.436,18273.78,21154.144,1
26,21154.144,21259.915,21048.373,23942.68,1
27,23942.68,24062.393,23822.966,21154.144,1
28,21154.144,21259.915,21048.373,18365.608,1
29,18365.608,18457.436,18273.78,15577.072,1
30,15577.072,15654.957,15499.187,18365.608,1
31,18365.608,18457.436,18273.78,21154.144,1
32,21154.144,21259.915,21048.373,23942.68,1
33,23942.68,24062.393,23822.966,26731.216,1
34,26731.216,26864.872,26597.56,23942.68,1
35,23942.68,24062.393,23822.966,21154.144,1
36,21154.144,21259.915,21048.373,18365.608,1
37,18365.608,18457.436,18273.78,21154.144,1
38,21154.144,21259.915,21048.373,23942.68,1
39,23942.68,24062.393,23822.966,26731.216,1
40,26731.216,26864.872,26597.56,29519.752,1
41,29519.752,29667.351,29372.153,26731.216,1
42,26731.216,26864.872,26597.56,23942.68,1
43,23942.68,24062.393,23822.966,21154.144,1
44,21154.144,21259.915,21048.373,23942.68,1
45,23942.68,24062.393,23822.966,26731.216,1
46,26731.216,26864.872,26597.56,29519.752,1
47,29519.752,29667.351,29372.153,32308.288,1
48,32308.288,32469.829,32146.746,29519.752,1
49,29519.752,29667.351,29372.153,26731.216,1
50,26731.216,26864.872,26597.56,23942.68,1
51,23942.68,24062.393,23822.966,26731.216,1
52,26731.216,26864.872,26597.56,29519.752,1
53,29519.752,29667.351,29372.153,32308.288,1
54,32308.288,32469.829,32146.746,35096.824,1
55,35096.824,35272.308,34921.34,32308.288,1
56,32308.288,32469.829,32146.746,29519.752,1
57,29519.752,29667.351,29372.153,26731.216,1
58,26731.216,26864.872,26597.56,29519.752,1
59,29519.752,29667.351,29372.153,32308.288,1
60,32308.288,32469.829,32146.746,35096.824,1
61,35096.824,35272.308,34921.34,37885.36,1
62,37885.36,38074.786,37695.933,35096.824,1
63,35096.824,35272.308,34921.34,32308.288,1
64,32308.288,32469.829,32146.746,29519.752,1
65,29519.752,29667.351,29372.153,32308.288,1
66,32308.288,32469.829,32146.746,35096.824,1
67,35096.824,35272.308,34921.34,37885.36,1
68,37885.36,38074.786,37695.933,40673.896,1
69,40673.896,40877.265,40470.526,37885.36,1
70,37885.36,38074.786,37695.933,35096.824,1
71,35096.824,35272.308,34921.34,32308.288,1
72,32308.288,32469.829,32146.746,35096.824,1
73,35096.824,35272.308,34921.34,37885.36,1
74,37885.36,38074.786,37695.933,40673.896,1
75,40673.896,40877.265,40470.526,43462.432,1
76,43462.432,43679.744,43245.119,40673.896,1
77,40673.896,40877.265,40470.526,37885.36,1
78,37885.36,38074.786,37695.933,35096.824,1
79,35096.824,35272.308,34921.34,37885.36,1
80,37885.36,38074.786,37695.933,40673.896,1
81,40673.896,40877.265,40470.526,43462.432,1
82,43462.432,43679.744,43245.119,46250.968,1
83,46250.968,46482.222,46019.713,43462.432,1
84,43462.432,43679.744,43245.119,40673.896,1
85,40673.896,40877.265,40470.526,37885.36,1
86,37885.36,38074.786,37695.933,40673.896,1
87,40673.896,40877.265,40470.526,43462.432,1
88,43462.432,43679.744,43245.119,46250.968,1
89,46250.968,46482.222,46019.713,49039.504,1
90,49039.504,49284.701,48794.306,46250.968,1
91,46250.968,46482.222,46019.713,43462.432,1
92,43462.432,43679.744,43245.119,40673.896,1
93,40673.896,40877.265,40470.526,43462.432,1
