Date,Open,High,Low,Close,Volume
2020-01-01 00:00:00,10000.0,10050.0,9950.0,7211.464,1
2020-01-01 01:00:00,7211.464,7247.521,7175.407,4422.928,1
2020-01-01 02:00:00,4422.928,4445.043,4400.813,7211.464,1
2020-01-01 03:00:00,7211.464,7247.521,7175.407,10000.0,1
2020-01-01 04:00:00,10000.0,10050.0,9950.0,12788.536,1
2020-01-01 05:00:00,12788.536,12852.479,12724.593,15577.072,1
2020-01-01 06:00:00,15577.072,15654.957,15499.187,12788.536,1
2020-01-01 07:00:00,12788.536,12852.479,12724.593,10000.0,1
2020-01-01 08:00:00,10000.0,10050.0,9950.0,7211.464,1
2020-01-01 09:00:00,7211.464,7247.521,7175.407,10000.0,1
2020-01-01 10:00:00,10000.0,10050.0,9950.0,12788.536,1
2020-01-01 11:00:00,12788.536,12852.479,12724.593,15577.072,1
2020-01-01 12:00:00,15577.072,15654.957,15499.187,18365.608,1
2020-01-01 13:00:00,18365.608,18457.436,18273.78,15577.072,1
2020-01-01 14:00:00,15577.072,15654.957,15499.187,12788.536,1
2020-01-01 15:00:00,12788.536,12852.479,12724.593,10000.0,1
2020-01-01 16:00:00,10000.0,10050.0,9950.0,12788.536,1
2020-01-01 17:00:00,12788.536,12852.479,12724.593,15577.072,1
2020-01-01 18:00:00,15577.072,15654.957,15499.187,18365.608,1
2020-01-01 19:00:00,18365.608,18457.436,18273.78,21154.144,1
2020-01-01 20:00:00,21154.144,21259.915,21048.373,18365.608,1
2020-01-01 21:00:00,18365.608,18457.436,18273.78,15577.072,1
2020-01-01 22:00:00,15577.072,15654.957,15499.187,12788.536,1
2020-01-01 23:00:00,12788.536,12852.479,12724.593,15577.072,1
2020-01-02 00:00:00,15577.072,15654.957,15499.187,18365.608,1
2020-01-02 01:00:00,18365.608,18457.436,18273.78,21154.144,1
2020-01-02 02:00:00,21154.144,21259.915,21048.373,23942.68,1
2020-01-02 03:00:00,23942.68,24062.393,23822.966,21154.144,1
2020-01-02 04:00:00,21154.144,21259.915,21048.373,18365.608,1
2020-01-02 05:00:00,18365.608,18457.436,18273.78,15577.072,1
2020-01-02 06:00:00,15577.072,15654.957,15499.187,18365.608,1
2020-01-02 07:00:00,18365.608,18457.436,18273.78,21154.144,1
2020-01-02 08:00:00,21154.144,21259.915,21048.373,23942.68,1
2020-01-02 09:00:00,23942.68,24062.393,23822.966,26731.216,1
2020-01-02 10:00:00,26731.216,26864.872,26597.56,23942.68,1
2020-01-02 11:00:00,23942.68,24062.393,23822.966,21154.144,1
2020-01-02 12:00:00,21154.144,21259.915,21048.373,18365.608,1
2020-01-02 13:00:00,18365.608,18457.436,18273.78,21154.144,1
